date,store_id,product_id,sales,day,month,year,weekday,is_weekend,lag_1,rolling_mean_7
2023-11-16,1,3,188,16,11,2023,3,0,191.0,188.14285714285714
2023-11-17,1,3,187,17,11,2023,4,0,188.0,187.28571428571428
2023-11-18,1,3,166,18,11,2023,5,1,187.0,188.0
2023-11-19,1,3,182,19,11,2023,6,1,166.0,187.0
2023-11-20,1,3,186,20,11,2023,0,0,182.0,186.85714285714286
2023-11-21,1,3,187,21,11,2023,1,0,186.0,186.57142857142858
2023-11-22,1,3,187,22,11,2023,2,0,187.0,183.85714285714286
2023-11-23,1,3,185,23,11,2023,3,0,187.0,183.28571428571428
2023-11-24,1,3,168,24,11,2023,4,0,185.0,182.85714285714286
2023-11-25,1,3,172,25,11,2023,5,1,168.0,180.14285714285714
2023-11-26,1,3,180,26,11,2023,6,1,172.0,181.0
2023-11-27,1,3,182,27,11,2023,0,0,180.0,180.71428571428572
2023-11-28,1,3,199,28,11,2023,1,0,182.0,180.14285714285714
2023-11-29,1,3,203,29,11,2023,2,0,199.0,181.85714285714286
2023-11-30,1,3,196,30,11,2023,3,0,203.0,184.14285714285714
2023-12-01,1,3,182,1,12,2023,4,0,196.0,185.71428571428572
2023-12-02,1,3,164,2,12,2023,5,1,182.0,187.71428571428572
2023-12-03,1,3,174,3,12,2023,6,1,164.0,186.57142857142858
2023-12-04,1,3,184,4,12,2023,0,0,174.0,185.71428571428572
2023-12-05,1,3,189,5,12,2023,1,0,184.0,186.0
2023-12-06,1,3,194,6,12,2023,2,0,189.0,184.57142857142858
2023-12-07,1,3,198,7,12,2023,3,0,194.0,183.28571428571428
2023-12-08,1,3,173,8,12,2023,4,0,198.0,183.57142857142858
2023-12-09,1,3,185,9,12,2023,5,1,173.0,182.28571428571428
2023-12-10,1,3,182,10,12,2023,6,1,185.0,185.28571428571428
2023-12-11,1,3,187,11,12,2023,0,0,182.0,186.42857142857142
2023-12-12,1,3,190,12,12,2023,1,0,187.0,186.85714285714286
2023-12-13,1,3,191,13,12,2023,2,0,190.0,187.0
2023-12-14,1,3,182,14,12,2023,3,0,191.0,186.57142857142858
2023-12-15,1,3,191,15,12,2023,4,0,182.0,184.28571428571428
2023-12-16,1,3,184,16,12,2023,5,1,191.0,186.85714285714286
2023-12-17,1,3,172,17,12,2023,6,1,184.0,186.71428571428572
2023-12-18,1,3,184,18,12,2023,0,0,172.0,185.28571428571428
2023-12-19,1,3,197,19,12,2023,1,0,184.0,184.85714285714286
2023-12-20,1,3,195,20,12,2023,2,0,197.0,185.85714285714286
2023-12-21,1,3,182,21,12,2023,3,0,195.0,186.42857142857142
2023-12-22,1,3,179,22,12,2023,4,0,182.0,186.42857142857142
2023-12-23,1,3,187,23,12,2023,5,1,179.0,184.71428571428572
2023-12-24,1,3,176,24,12,2023,6,1,187.0,185.14285714285714
2023-12-25,1,3,186,25,12,2023,0,0,176.0,185.71428571428572
2023-12-26,1,3,189,26,12,2023,1,0,186.0,186.0
2023-12-27,1,3,200,27,12,2023,2,0,189.0,184.85714285714286
2023-12-28,1,3,193,28,12,2023,3,0,200.0,185.57142857142858
2023-12-29,1,3,180,29,12,2023,4,0,193.0,187.14285714285714
2023-12-30,1,3,172,30,12,2023,5,1,180.0,187.28571428571428
2023-12-31,1,3,187,31,12,2023,6,1,172.0,185.14285714285714
2023-01-08,1,4,90,8,1,2023,6,1,87.0,97.85714285714286
2023-01-09,1,4,98,9,1,2023,0,0,90.0,99.0
2023-01-10,1,4,110,10,1,2023,1,0,98.0,98.71428571428571
2023-01-11,1,4,109,11,1,2023,2,0,110.0,99.0
2023-01-12,1,4,107,12,1,2023,3,0,109.0,98.42857142857143
2023-01-13,1,4,94,13,1,2023,4,0,107.0,99.0
2023-01-14,1,4,89,14,1,2023,5,1,94.0,99.28571428571429
2023-01-15,1,4,81,15,1,2023,6,1,89.0,99.57142857142857
2023-01-16,1,4,104,16,1,2023,0,0,81.0,98.28571428571429
2023-01-17,1,4,109,17,1,2023,1,0,104.0,99.14285714285714
2023-01-18,1,4,114,18,1,2023,2,0,109.0,99.0
2023-01-19,1,4,89,19,1,2023,3,0,114.0,99.71428571428571
2023-01-20,1,4,106,20,1,2023,4,0,89.0,97.14285714285714
2023-01-21,1,4,89,21,1,2023,5,1,106.0,98.85714285714286
2023-01-22,1,4,97,22,1,2023,6,1,89.0,98.85714285714286
2023-01-23,1,4,95,23,1,2023,0,0,97.0,101.14285714285714
2023-01-24,1,4,111,24,1,2023,1,0,95.0,99.85714285714286
2023-01-25,1,4,104,25,1,2023,2,0,111.0,100.14285714285714
2023-01-26,1,4,101,26,1,2023,3,0,104.0,98.71428571428571
2023-01-27,1,4,105,27,1,2023,4,0,101.0,100.42857142857143
2023-01-28,1,4,89,28,1,2023,5,1,105.0,100.28571428571429
2023-01-29,1,4,94,29,1,2023,6,1,89.0,100.28571428571429
2023-01-30,1,4,105,30,1,2023,0,0,94.0,99.85714285714286
2023-01-31,1,4,111,31,1,2023,1,0,105.0,101.28571428571429
2023-02-01,1,4,111,1,2,2023,2,0,111.0,101.28571428571429
2023-02-02,1,4,107,2,2,2023,3,0,111.0,102.28571428571429
2023-02-03,1,4,108,3,2,2023,4,0,107.0,103.14285714285714
2023-02-04,1,4,91,4,2,2023,5,1,108.0,103.57142857142857
2023-02-05,1,4,94,5,2,2023,6,1,91.0,103.85714285714286
2023-02-06,1,4,106,6,2,2023,0,0,94.0,103.85714285714286
2023-02-07,1,4,115,7,2,2023,1,0,106.0,104.0
2023-02-08,1,4,117,8,2,2023,2,0,115.0,104.57142857142857
2023-02-09,1,4,109,9,2,2023,3,0,117.0,105.42857142857143
2023-02-10,1,4,91,10,2,2023,4,0,109.0,105.71428571428571
2023-02-11,1,4,100,11,2,2023,5,1,91.0,103.28571428571429
2023-02-12,1,4,88,12,2,2023,6,1,100.0,104.57142857142857
2023-02-13,1,4,103,13,2,2023,0,0,88.0,103.71428571428571
2023-02-14,1,4,106,14,2,2023,1,0,103.0,103.28571428571429
2023-02-15,1,4,111,15,2,2023,2,0,106.0,102.0
2023-02-16,1,4,108,16,2,2023,3,0,111.0,101.14285714285714
2023-02-17,1,4,99,17,2,2023,4,0,108.0,101.0
2023-02-18,1,4,95,18,2,2023,5,1,99.0,102.14285714285714
2023-02-19,1,4,103,19,2,2023,6,1,95.0,101.42857142857143
2023-02-20,1,4,105,20,2,2023,0,0,103.0,103.57142857142857
2023-02-21,1,4,109,21,2,2023,1,0,105.0,103.85714285714286
2023-02-22,1,4,117,22,2,2023,2,0,109.0,104.28571428571429
2023-02-23,1,4,113,23,2,2023,3,0,117.0,105.14285714285714
2023-02-24,1,4,92,24,2,2023,4,0,113.0,105.85714285714286
2023-02-25,1,4,96,25,2,2023,5,1,92.0,104.85714285714286
2023-02-26,1,4,99,26,2,2023,6,1,96.0,105.0
2023-02-27,1,4,102,27,2,2023,0,0,99.0,104.42857142857143
2023-02-28,1,4,118,28,2,2023,1,0,102.0,104.0
2023-03-01,1,4,112,1,3,2023,2,0,118.0,105.28571428571429
2023-03-02,1,4,108,2,3,2023,3,0,112.0,104.57142857142857
2023-03-03,1,4,98,3,3,2023,4,0,108.0,103.85714285714286
2023-03-04,1,4,94,4,3,2023,5,1,98.0,104.71428571428571
2023-03-05,1,4,91,5,3,2023,6,1,94.0,104.42857142857143
2023-03-06,1,4,97,6,3,2023,0,0,91.0,103.28571428571429
2023-03-07,1,4,120,7,3,2023,1,0,97.0,102.57142857142857
2023-03-08,1,4,110,8,3,2023,2,0,120.0,102.85714285714286
2023-03-09,1,4,104,9,3,2023,3,0,110.0,102.57142857142857
2023-03-10,1,4,89,10,3,2023,4,0,104.0,102.0
2023-03-11,1,4,91,11,3,2023,5,1,89.0,100.71428571428571
2023-03-12,1,4,90,12,3,2023,6,1,91.0,100.28571428571429
2023-03-13,1,4,113,13,3,2023,0,0,90.0,100.14285714285714
2023-03-14,1,4,118,14,3,2023,1,0,113.0,102.42857142857143
2023-03-15,1,4,111,15,3,2023,2,0,118.0,102.14285714285714
2023-03-16,1,4,121,16,3,2023,3,0,111.0,102.28571428571429
2023-03-17,1,4,106,17,3,2023,4,0,121.0,104.71428571428571
2023-03-18,1,4,94,18,3,2023,5,1,106.0,107.14285714285714
2023-03-19,1,4,85,19,3,2023,6,1,94.0,107.57142857142857
2023-03-20,1,4,117,20,3,2023,0,0,85.0,106.85714285714286
2023-03-21,1,4,106,21,3,2023,1,0,117.0,107.42857142857143
2023-03-22,1,4,107,22,3,2023,2,0,106.0,105.71428571428571
2023-03-23,1,4,115,23,3,2023,3,0,107.0,105.14285714285714
2023-03-24,1,4,114,24,3,2023,4,0,115.0,104.28571428571429
2023-03-25,1,4,103,25,3,2023,5,1,114.0,105.42857142857143
2023-03-26,1,4,101,26,3,2023,6,1,103.0,106.71428571428571
2023-03-27,1,4,109,27,3,2023,0,0,101.0,109.0
2023-03-28,1,4,118,28,3,2023,1,0,109.0,107.85714285714286
2023-03-29,1,4,120,29,3,2023,2,0,118.0,109.57142857142857
2023-03-30,1,4,112,30,3,2023,3,0,120.0,111.42857142857143
2023-03-31,1,4,103,31,3,2023,4,0,112.0,111.0
2023-04-01,1,4,96,1,4,2023,5,1,103.0,109.42857142857143
2023-04-02,1,4,95,2,4,2023,6,1,96.0,108.42857142857143
2023-04-03,1,4,105,3,4,2023,0,0,95.0,107.57142857142857
2023-04-04,1,4,106,4,4,2023,1,0,105.0,107.0
2023-04-05,1,4,116,5,4,2023,2,0,106.0,105.28571428571429
2023-04-06,1,4,106,6,4,2023,3,0,116.0,104.71428571428571
2023-04-07,1,4,97,7,4,2023,4,0,106.0,103.85714285714286
2023-04-08,1,4,98,8,4,2023,5,1,97.0,103.0
2023-04-09,1,4,106,9,4,2023,6,1,98.0,103.28571428571429
2023-04-10,1,4,112,10,4,2023,0,0,106.0,104.85714285714286
2023-04-11,1,4,107,11,4,2023,1,0,112.0,105.85714285714286
2023-04-12,1,4,112,12,4,2023,2,0,107.0,106.0
2023-04-13,1,4,117,13,4,2023,3,0,112.0,105.42857142857143
2023-04-14,1,4,99,14,4,2023,4,0,117.0,107.0
2023-04-15,1,4,97,15,4,2023,5,1,99.0,107.28571428571429
2023-04-16,1,4,103,16,4,2023,6,1,97.0,107.14285714285714
2023-04-17,1,4,103,17,4,2023,0,0,103.0,106.71428571428571
2023-04-18,1,4,117,18,4,2023,1,0,103.0,105.42857142857143
2023-04-19,1,4,111,19,4,2023,2,0,117.0,106.85714285714286
2023-04-20,1,4,110,20,4,2023,3,0,111.0,106.71428571428571
2023-04-21,1,4,106,21,4,2023,4,0,110.0,105.71428571428571
2023-04-22,1,4,91,22,4,2023,5,1,106.0,106.71428571428571
2023-04-23,1,4,103,23,4,2023,6,1,91.0,105.85714285714286
2023-04-24,1,4,109,24,4,2023,0,0,103.0,105.85714285714286
2023-04-25,1,4,119,25,4,2023,1,0,109.0,106.71428571428571
2023-04-26,1,4,120,26,4,2023,2,0,119.0,107.0
2023-04-27,1,4,120,27,4,2023,3,0,120.0,108.28571428571429
2023-04-28,1,4,105,28,4,2023,4,0,120.0,109.71428571428571
2023-04-29,1,4,97,29,4,2023,5,1,105.0,109.57142857142857
2023-04-30,1,4,102,30,4,2023,6,1,97.0,110.42857142857143
2023-05-01,1,4,112,1,5,2023,0,0,102.0,110.28571428571429
2023-05-02,1,4,118,2,5,2023,1,0,112.0,110.71428571428571
2023-05-03,1,4,120,3,5,2023,2,0,118.0,110.57142857142857
2023-05-04,1,4,111,4,5,2023,3,0,120.0,110.57142857142857
2023-05-05,1,4,102,5,5,2023,4,0,111.0,109.28571428571429
2023-05-06,1,4,93,6,5,2023,5,1,102.0,108.85714285714286
2023-05-07,1,4,111,7,5,2023,6,1,93.0,108.28571428571429
2023-05-08,1,4,104,8,5,2023,0,0,111.0,109.57142857142857
2023-05-09,1,4,115,9,5,2023,1,0,104.0,108.42857142857143
2023-05-10,1,4,117,10,5,2023,2,0,115.0,108.0
2023-05-11,1,4,119,11,5,2023,3,0,117.0,107.57142857142857
2023-05-12,1,4,105,12,5,2023,4,0,119.0,108.71428571428571
2023-05-13,1,4,107,13,5,2023,5,1,105.0,109.14285714285714
2023-05-14,1,4,100,14,5,2023,6,1,107.0,111.14285714285714
2023-05-15,1,4,112,15,5,2023,0,0,100.0,109.57142857142857
2023-05-16,1,4,115,16,5,2023,1,0,112.0,110.71428571428571
2023-05-17,1,4,132,17,5,2023,2,0,115.0,110.71428571428571
2023-05-18,1,4,110,18,5,2023,3,0,132.0,112.85714285714286
2023-05-19,1,4,109,19,5,2023,4,0,110.0,111.57142857142857
2023-05-20,1,4,105,20,5,2023,5,1,109.0,112.14285714285714
2023-05-21,1,4,106,21,5,2023,6,1,105.0,111.85714285714286
2023-05-22,1,4,111,22,5,2023,0,0,106.0,112.71428571428571
2023-05-23,1,4,119,23,5,2023,1,0,111.0,112.57142857142857
2023-05-24,1,4,122,24,5,2023,2,0,119.0,113.14285714285714
2023-05-25,1,4,116,25,5,2023,3,0,122.0,111.71428571428571
2023-05-26,1,4,112,26,5,2023,4,0,116.0,112.57142857142857
2023-05-27,1,4,113,27,5,2023,5,1,112.0,113.0
2023-05-28,1,4,102,28,5,2023,6,1,113.0,114.14285714285714
2023-05-29,1,4,105,29,5,2023,0,0,102.0,113.57142857142857
2023-05-30,1,4,120,30,5,2023,1,0,105.0,112.71428571428571
2023-05-31,1,4,135,31,5,2023,2,0,120.0,112.85714285714286
2023-06-01,1,4,113,1,6,2023,3,0,135.0,114.71428571428571
2023-06-02,1,4,117,2,6,2023,4,0,113.0,114.28571428571429
2023-06-03,1,4,111,3,6,2023,5,1,117.0,115.0
2023-06-04,1,4,102,4,6,2023,6,1,111.0,114.71428571428571
2023-06-05,1,4,116,5,6,2023,0,0,102.0,114.71428571428571
2023-06-06,1,4,129,6,6,2023,1,0,116.0,116.28571428571429
2023-06-07,1,4,121,7,6,2023,2,0,129.0,117.57142857142857
2023-06-08,1,4,117,8,6,2023,3,0,121.0,115.57142857142857
2023-06-09,1,4,106,9,6,2023,4,0,117.0,116.14285714285714
2023-06-10,1,4,99,10,6,2023,5,1,106.0,114.57142857142857
2023-06-11,1,4,103,11,6,2023,6,1,99.0,112.85714285714286
2023-06-12,1,4,108,12,6,2023,0,0,103.0,113.0
2023-06-13,1,4,122,13,6,2023,1,0,108.0,111.85714285714286
2023-06-14,1,4,120,14,6,2023,2,0,122.0,110.85714285714286
2023-06-15,1,4,120,15,6,2023,3,0,120.0,110.71428571428571
2023-06-16,1,4,102,16,6,2023,4,0,120.0,111.14285714285714
2023-06-17,1,4,106,17,6,2023,5,1,102.0,110.57142857142857
2023-06-18,1,4,111,18,6,2023,6,1,106.0,111.57142857142857
2023-06-19,1,4,104,19,6,2023,0,0,111.0,112.71428571428571
2023-06-20,1,4,124,20,6,2023,1,0,104.0,112.14285714285714
2023-06-21,1,4,130,21,6,2023,2,0,124.0,112.42857142857143
2023-06-22,1,4,113,22,6,2023,3,0,130.0,113.85714285714286
2023-06-23,1,4,119,23,6,2023,4,0,113.0,112.85714285714286
2023-06-24,1,4,107,24,6,2023,5,1,119.0,115.28571428571429
2023-06-25,1,4,104,25,6,2023,6,1,107.0,115.42857142857143
2023-06-26,1,4,115,26,6,2023,0,0,104.0,114.42857142857143
2023-06-27,1,4,126,27,6,2023,1,0,115.0,116.0
2023-06-28,1,4,125,28,6,2023,2,0,126.0,116.28571428571429
2023-06-29,1,4,122,29,6,2023,3,0,125.0,115.57142857142857
2023-06-30,1,4,107,30,6,2023,4,0,122.0,116.85714285714286
2023-07-01,1,4,107,1,7,2023,5,1,107.0,115.14285714285714
2023-07-02,1,4,101,2,7,2023,6,1,107.0,115.14285714285714
2023-07-03,1,4,115,3,7,2023,0,0,101.0,114.71428571428571
2023-07-04,1,4,119,4,7,2023,1,0,115.0,114.71428571428571
2023-07-05,1,4,122,5,7,2023,2,0,119.0,113.71428571428571
2023-07-06,1,4,127,6,7,2023,3,0,122.0,113.28571428571429
2023-07-07,1,4,117,7,7,2023,4,0,127.0,114.0
2023-07-08,1,4,110,8,7,2023,5,1,117.0,115.42857142857143
2023-07-09,1,4,103,9,7,2023,6,1,110.0,115.85714285714286
2023-07-10,1,4,115,10,7,2023,0,0,103.0,116.14285714285714
2023-07-11,1,4,130,11,7,2023,1,0,115.0,116.14285714285714
2023-07-12,1,4,127,12,7,2023,2,0,130.0,117.71428571428571
2023-07-13,1,4,133,13,7,2023,3,0,127.0,118.42857142857143
2023-07-14,1,4,115,14,7,2023,4,0,133.0,119.28571428571429
2023-07-15,1,4,108,15,7,2023,5,1,115.0,119.0
2023-07-16,1,4,108,16,7,2023,6,1,108.0,118.71428571428571
2023-07-17,1,4,118,17,7,2023,0,0,108.0,119.42857142857143
2023-07-18,1,4,124,18,7,2023,1,0,118.0,119.85714285714286
2023-07-19,1,4,131,19,7,2023,2,0,124.0,119.0
2023-07-20,1,4,127,20,7,2023,3,0,131.0,119.57142857142857
2023-07-21,1,4,109,21,7,2023,4,0,127.0,118.71428571428571
2023-07-22,1,4,101,22,7,2023,5,1,109.0,117.85714285714286
2023-07-23,1,4,101,23,7,2023,6,1,101.0,116.85714285714286
2023-07-24,1,4,120,24,7,2023,0,0,101.0,115.85714285714286
2023-07-25,1,4,120,25,7,2023,1,0,120.0,116.14285714285714
2023-07-26,1,4,117,26,7,2023,2,0,120.0,115.57142857142857
2023-07-27,1,4,124,27,7,2023,3,0,117.0,113.57142857142857
2023-07-28,1,4,126,28,7,2023,4,0,124.0,113.14285714285714
2023-07-29,1,4,109,29,7,2023,5,1,126.0,115.57142857142857
2023-07-30,1,4,115,30,7,2023,6,1,109.0,116.71428571428571
2023-07-31,1,4,119,31,7,2023,0,0,115.0,118.71428571428571
2023-08-01,1,4,126,1,8,2023,1,0,119.0,118.57142857142857
2023-08-02,1,4,133,2,8,2023,2,0,126.0,119.42857142857143
2023-08-03,1,4,122,3,8,2023,3,0,133.0,121.71428571428571
2023-08-04,1,4,116,4,8,2023,4,0,122.0,121.42857142857143
2023-08-05,1,4,111,5,8,2023,5,1,116.0,120.0
2023-08-06,1,4,108,6,8,2023,6,1,111.0,120.28571428571429
2023-08-07,1,4,124,7,8,2023,0,0,108.0,119.28571428571429
2023-08-08,1,4,126,8,8,2023,1,0,124.0,120.0
2023-08-09,1,4,125,9,8,2023,2,0,126.0,120.0
2023-08-10,1,4,127,10,8,2023,3,0,125.0,118.85714285714286
2023-08-11,1,4,111,11,8,2023,4,0,127.0,119.57142857142857
2023-08-12,1,4,110,12,8,2023,5,1,111.0,118.85714285714286
2023-08-13,1,4,112,13,8,2023,6,1,110.0,118.71428571428571
2023-08-14,1,4,125,14,8,2023,0,0,112.0,119.28571428571429
2023-08-15,1,4,130,15,8,2023,1,0,125.0,119.42857142857143
2023-08-16,1,4,130,16,8,2023,2,0,130.0,120.0
2023-08-17,1,4,129,17,8,2023,3,0,130.0,120.71428571428571
2023-08-18,1,4,123,18,8,2023,4,0,129.0,121.0
2023-08-19,1,4,114,19,8,2023,5,1,123.0,122.71428571428571
2023-08-20,1,4,113,20,8,2023,6,1,114.0,123.28571428571429
2023-08-21,1,4,114,21,8,2023,0,0,113.0,123.42857142857143
2023-08-22,1,4,123,22,8,2023,1,0,114.0,121.85714285714286
2023-08-23,1,4,129,23,8,2023,2,0,123.0,120.85714285714286
2023-08-24,1,4,122,24,8,2023,3,0,129.0,120.71428571428571
2023-08-25,1,4,116,25,8,2023,4,0,122.0,119.71428571428571
2023-08-26,1,4,112,26,8,2023,5,1,116.0,118.71428571428571
2023-08-27,1,4,116,27,8,2023,6,1,112.0,118.42857142857143
2023-08-28,1,4,121,28,8,2023,0,0,116.0,118.85714285714286
2023-08-29,1,4,132,29,8,2023,1,0,121.0,119.85714285714286
2023-08-30,1,4,132,30,8,2023,2,0,132.0,121.14285714285714
2023-08-31,1,4,116,31,8,2023,3,0,132.0,121.57142857142857
2023-09-01,1,4,113,1,9,2023,4,0,116.0,120.71428571428571
2023-09-02,1,4,111,2,9,2023,5,1,113.0,120.28571428571429
2023-09-03,1,4,108,3,9,2023,6,1,111.0,120.14285714285714
2023-09-04,1,4,125,4,9,2023,0,0,108.0,119.0
2023-09-05,1,4,138,5,9,2023,1,0,125.0,119.57142857142857
2023-09-06,1,4,138,6,9,2023,2,0,138.0,120.42857142857143
2023-09-07,1,4,126,7,9,2023,3,0,138.0,121.28571428571429
2023-09-08,1,4,126,8,9,2023,4,0,126.0,122.71428571428571
2023-09-09,1,4,114,9,9,2023,5,1,126.0,124.57142857142857
2023-09-10,1,4,113,10,9,2023,6,1,114.0,125.0
2023-09-11,1,4,120,11,9,2023,0,0,113.0,125.71428571428571
2023-09-12,1,4,129,12,9,2023,1,0,120.0,125.0
2023-09-13,1,4,131,13,9,2023,2,0,129.0,123.71428571428571
2023-09-14,1,4,128,14,9,2023,3,0,131.0,122.71428571428571
2023-09-15,1,4,120,15,9,2023,4,0,128.0,123.0
2023-09-16,1,4,114,16,9,2023,5,1,120.0,122.14285714285714
2023-09-17,1,4,118,17,9,2023,6,1,114.0,122.14285714285714
2023-09-18,1,4,129,18,9,2023,0,0,118.0,122.85714285714286
2023-09-19,1,4,136,19,9,2023,1,0,129.0,124.14285714285714
2023-09-20,1,4,126,20,9,2023,2,0,136.0,125.14285714285714
2023-09-21,1,4,115,21,9,2023,3,0,126.0,124.42857142857143
2023-09-22,1,4,124,22,9,2023,4,0,115.0,122.57142857142857
2023-09-23,1,4,107,23,9,2023,5,1,124.0,123.14285714285714
2023-09-24,1,4,115,24,9,2023,6,1,107.0,122.14285714285714
2023-09-25,1,4,118,25,9,2023,0,0,115.0,121.71428571428571
2023-09-26,1,4,123,26,9,2023,1,0,118.0,120.14285714285714
2023-09-27,1,4,137,27,9,2023,2,0,123.0,118.28571428571429
2023-09-28,1,4,133,28,9,2023,3,0,137.0,119.85714285714286
2023-09-29,1,4,117,29,9,2023,4,0,133.0,122.42857142857143
2023-09-30,1,4,102,30,9,2023,5,1,117.0,121.42857142857143
2023-10-01,1,4,114,1,10,2023,6,1,102.0,120.71428571428571
2023-10-02,1,4,127,2,10,2023,0,0,114.0,120.57142857142857
2023-10-03,1,4,125,3,10,2023,1,0,127.0,121.85714285714286
2023-10-04,1,4,136,4,10,2023,2,0,125.0,122.14285714285714
2023-10-05,1,4,129,5,10,2023,3,0,136.0,122.0
2023-10-06,1,4,124,6,10,2023,4,0,129.0,121.42857142857143
2023-10-07,1,4,116,7,10,2023,5,1,124.0,122.42857142857143
2023-10-08,1,4,113,8,10,2023,6,1,116.0,124.42857142857143
2023-10-09,1,4,132,9,10,2023,0,0,113.0,124.28571428571429
2023-10-10,1,4,133,10,10,2023,1,0,132.0,125.0
2023-10-11,1,4,135,11,10,2023,2,0,133.0,126.14285714285714
2023-10-12,1,4,126,12,10,2023,3,0,135.0,126.0
2023-10-13,1,4,119,13,10,2023,4,0,126.0,125.57142857142857
2023-10-14,1,4,112,14,10,2023,5,1,119.0,124.85714285714286
2023-10-15,1,4,118,15,10,2023,6,1,112.0,124.28571428571429
2023-10-16,1,4,135,16,10,2023,0,0,118.0,125.0
2023-10-17,1,4,127,17,10,2023,1,0,135.0,125.42857142857143
2023-10-18,1,4,128,18,10,2023,2,0,127.0,124.57142857142857
2023-10-19,1,4,138,19,10,2023,3,0,128.0,123.57142857142857
2023-10-20,1,4,121,20,10,2023,4,0,138.0,125.28571428571429
2023-10-21,1,4,114,21,10,2023,5,1,121.0,125.57142857142857
2023-10-22,1,4,124,22,10,2023,6,1,114.0,125.85714285714286
2023-10-23,1,4,124,23,10,2023,0,0,124.0,126.71428571428571
2023-10-24,1,4,144,24,10,2023,1,0,124.0,125.14285714285714
2023-10-25,1,4,140,25,10,2023,2,0,144.0,127.57142857142857
2023-10-26,1,4,129,26,10,2023,3,0,140.0,129.28571428571428
2023-10-27,1,4,134,27,10,2023,4,0,129.0,128.0
2023-10-28,1,4,115,28,10,2023,5,1,134.0,129.85714285714286
2023-10-29,1,4,123,29,10,2023,6,1,115.0,130.0
2023-10-30,1,4,129,30,10,2023,0,0,123.0,129.85714285714286
2023-10-31,1,4,142,31,10,2023,1,0,129.0,130.57142857142858
2023-11-01,1,4,145,1,11,2023,2,0,142.0,130.28571428571428
2023-11-02,1,4,132,2,11,2023,3,0,145.0,131.0
2023-11-03,1,4,120,3,11,2023,4,0,132.0,131.42857142857142
2023-11-04,1,4,121,4,11,2023,5,1,120.0,129.42857142857142
2023-11-05,1,4,117,5,11,2023,6,1,121.0,130.28571428571428
2023-11-06,1,4,138,6,11,2023,0,0,117.0,129.42857142857142
2023-11-07,1,4,137,7,11,2023,1,0,138.0,130.71428571428572
2023-11-08,1,4,137,8,11,2023,2,0,137.0,130.0
2023-11-09,1,4,134,9,11,2023,3,0,137.0,128.85714285714286
2023-11-10,1,4,118,10,11,2023,4,0,134.0,129.14285714285714
2023-11-11,1,4,114,11,11,2023,5,1,118.0,128.85714285714286
2023-11-12,1,4,127,12,11,2023,6,1,114.0,127.85714285714286
2023-11-13,1,4,126,13,11,2023,0,0,127.0,129.28571428571428
2023-11-14,1,4,132,14,11,2023,1,0,126.0,127.57142857142857
2023-11-15,1,4,142,15,11,2023,2,0,132.0,126.85714285714286
2023-11-16,1,4,140,16,11,2023,3,0,142.0,127.57142857142857
2023-11-17,1,4,129,17,11,2023,4,0,140.0,128.42857142857142
2023-11-18,1,4,125,18,11,2023,5,1,129.0,130.0
2023-11-19,1,4,118,19,11,2023,6,1,125.0,131.57142857142858
2023-11-20,1,4,123,20,11,2023,0,0,118.0,130.28571428571428
2023-11-21,1,4,145,21,11,2023,1,0,123.0,129.85714285714286
2023-11-22,1,4,138,22,11,2023,2,0,145.0,131.71428571428572
2023-11-23,1,4,133,23,11,2023,3,0,138.0,131.14285714285714
2023-11-24,1,4,133,24,11,2023,4,0,133.0,130.14285714285714
2023-11-25,1,4,123,25,11,2023,5,1,133.0,130.71428571428572
2023-11-26,1,4,125,26,11,2023,6,1,123.0,130.42857142857142
2023-11-27,1,4,141,27,11,2023,0,0,125.0,131.42857142857142
2023-11-28,1,4,135,28,11,2023,1,0,141.0,134.0
2023-11-29,1,4,145,29,11,2023,2,0,135.0,132.57142857142858
2023-11-30,1,4,135,30,11,2023,3,0,145.0,133.57142857142858
2023-12-01,1,4,128,1,12,2023,4,0,135.0,133.85714285714286
2023-12-02,1,4,129,2,12,2023,5,1,128.0,133.14285714285714
2023-12-03,1,4,126,3,12,2023,6,1,129.0,134.0
2023-12-04,1,4,134,4,12,2023,0,0,126.0,134.14285714285714
2023-12-05,1,4,144,5,12,2023,1,0,134.0,133.14285714285714
2023-12-06,1,4,139,6,12,2023,2,0,144.0,134.42857142857142
2023-12-07,1,4,132,7,12,2023,3,0,139.0,133.57142857142858
2023-12-08,1,4,122,8,12,2023,4,0,132.0,133.14285714285714
2023-12-09,1,4,112,9,12,2023,5,1,122.0,132.28571428571428
2023-12-10,1,4,134,10,12,2023,6,1,112.0,129.85714285714286
2023-12-11,1,4,126,11,12,2023,0,0,134.0,131.0
2023-12-12,1,4,139,12,12,2023,1,0,126.0,129.85714285714286
2023-12-13,1,4,140,13,12,2023,2,0,139.0,129.14285714285714
2023-12-14,1,4,138,14,12,2023,3,0,140.0,129.28571428571428
2023-12-15,1,4,132,15,12,2023,4,0,138.0,130.14285714285714
2023-12-16,1,4,127,16,12,2023,5,1,132.0,131.57142857142858
2023-12-17,1,4,122,17,12,2023,6,1,127.0,133.71428571428572
2023-12-18,1,4,132,18,12,2023,0,0,122.0,132.0
2023-12-19,1,4,142,19,12,2023,1,0,132.0,132.85714285714286
2023-12-20,1,4,141,20,12,2023,2,0,142.0,133.28571428571428
